source_index,sample_id,scene,query,reference,type
1039,公共卫生资源分配-04,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些属于政府举办医疗卫生机构时应考虑的因素？
A.本行政区域人口数量
B.公民平均收入水平
C.健康危险因素
D.治愈率
E.紧急救治需求
【思考过程】：
",ACE,客观题
1040,公共卫生资源分配-05,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪个部门负责制定各级各类医疗卫生机构的具体条件和配置标准？
A.国务院卫生健康主管部门
B.省级卫生健康委员会
C.医疗机构自行制定
D.地方政府卫生行政机构
【思考过程】：
",A,客观题
1041,公共卫生资源分配-06,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些行为被相关法规明确禁止？
A.营利性医院将医疗美容科外包给私立机构
B.非营利性医疗机构向举办者分配收益
C.使用政府资金设立的医院对外承包检验科
D.非营利机构从年度利润中提取分红用于股东分红
【思考过程】：
",BCD,客观题
1042,公共卫生资源分配-07,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪项做法违背我国现行医疗卫生机构管理规定？
A.与私立学校合作设立独立法人资格的职业健康咨询中心
B.与医疗器械企业共建非独立法人资格的康复中心
C.与社会资本合办高端口腔美容医院（营利性）
D.联合慈善基金会开设非营利性社区诊所
E.与其他公立医院合建区域医疗数据平台
【思考过程】：
",BC,客观题
1043,公共卫生资源分配-08,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：医疗卫生机构开展技术临床应用时，以下哪项不属于必须遵循的原则？
A.安全原则
B.高效原则
C.规范原则
D.经济原则
E.伦理原则
【思考过程】：
",B,客观题
1044,公共卫生资源分配-09,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在突发事件处置中，对致病、致残、死亡的参与人员，依法可给予哪些待遇？
A.工伤保险补偿
B.抚恤金
C.烈士荣誉称号
D.医疗保险费用全免
E.优先晋升机会
【思考过程】：
",AB,客观题
1045,公共卫生资源分配-10,公共卫生资源分配,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在药品采购投标过程中，以下哪种行为是被药械采购法规明确禁止的？
A.以略低于市场价但高于成本的报价竞标，B.与另一投标企业协商共同提高中标机会，C.提交生产许可证复印件时隐去有效期，D.因生产能力过剩而扩大生产规模，E.短期内多次降价以吸引采购方
【思考过程】：
",BC,客观题
1094,人体试验-01,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪项违反了有关人体试验的规定？
A.使用只获得主管部门口头许可的试验方案
B.在监护人反对的情况下继续开展未成年人受试者参与的研究
C.将经伦理委员会通过的癌症新药临床试验仅向受试者发送电子邮件说明风险
D.要求受试者承担50%的试验耗材费用
【思考过程】：
",ACD,客观题
1095,人体试验-02,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些行为是从事与人体基因、人体胚胎相关的医学研究时被明确禁止的？
A.在研究过程中向参与者隐瞒部分实验风险
B.开展违背伦理道德的研究方案
C.为加快科研进度暂时忽略安全监测措施
D.将研究成果用于损害公共利益的商业活动
E.违反地方行政规章扩大实验范围
【思考过程】：
",BCD,客观题
1096,人体试验-03,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些条件属于我国对医疗卫生技术临床应用实行严格管理的依据？
A.技术应用广泛且收益显著
B.技术难度大且医疗风险高
C.服务能力要求较高
D.人员专业技术水平要求较高
E.患者经济承受能力不足
【思考过程】：
",BD,客观题
1097,人体试验-04,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些行为会导致医疗卫生人员被县级以上卫生健康主管部门行政处罚？
A.在医学研究中收受赞助商的贵重礼物
B.未经许可向药企提供患者的血型数据
C.详细告知患者临床试验所有可能风险但未签字确认
D.拒绝修改伦理审查结论以满足企业需求
E.使用人工智能算法预测治疗效果未获得单独授权
【思考过程】：
",ABCE,客观题
1098,人体试验-05,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些科学技术研究开发和应用活动被明确禁止？
A.造成重大经济损失的技术产业化应用
B.危害国家安全的人工智能军事研究
C.短期内影响部分受试者健康的药物试验
D.违背科研诚信的临床试验数据篡改
E.损害社会公共利益的基因编辑技术开发
【思考过程】：
",BDE,客观题
1099,人体试验-06,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪项符合生物医学新技术临床研究的要求？
A.某研究团队在通过伦理审查后，委托第三方检测机构进行临床操作
B.某三甲医院在完成伦理审查后，由具备资质的医生执行研究操作
C.某机构未经伦理审查，但由医院资深专家在院内开展研究
D.某研究所在伦理审查通过后，由实习生在指导医生的监督下执行操作
E.某研究团队因紧急情况，边开展研究边补充伦理审查材料
【思考过程】：
",B,客观题
1100,人体试验-07,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：以下哪些行为违反了我国关于人类遗传资源的管理规定？
A.导致社会公共利益受损的遗传资源利用
B.对外提供遗传资源时未考虑国家安全问题
C.为了科研合作危害公众健康的数据采集
D.损害个人隐私的基因信息保藏
【思考过程】：
",ABC,客观题
1101,人体试验-08,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：在我国开展人类遗传资源相关的活动时，以下哪些做法符合法律规定？
A.未进行伦理审查便启动遗传样本采集，B.采集前告知供体所有风险并获书面同意，C.违反国务院科技部门技术规范保存样本，D.未经同意公开供体的家族疾病史，E.向境外提供数据前通过伦理委员会审批
【思考过程】：
",BE,客观题
1102,人体试验-09,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：涉及人的生命科学和医学研究必须遵循以下哪些伦理原则？
A.自主原则
B.有益原则
C.不伤害原则
D.公正原则
E.公平原则
【思考过程】：
",BCD,客观题
1103,人体试验-10,人体试验,"你是一个严格按照要求答题的医学考试考生。请你先展示出完整的思考过程，然后再输出最终答案。每道题目有至少两个选项（A、B）至多五个选项（A、B、C、D、E），题目为不定项选择题，请按照以下格式作答：

【思考过程】：...

【最终答案】：AB / BCE / CD / DE / E / ...（只输出选项的编号，不要写选项内容）

示例：
题目：医疗伦理中四大基本原则是？
A.尊重自主权
B.善意行为
C.无害原则
D.公正原则
E.以上都不是
【思考过程】：本题考查医学伦理的四大基本原则，包括尊重自主权、不伤害原则、行善原则、公正原则。

【最终答案】：ABCD

题目：伦理审查委员会必须建立以下哪些机制以确保人体试验伦理审查合规进行？
A.利益协调管理机制
B.利益冲突管理机制
C.独立监督委员会机制
D.伦理审查质量控制机制
E.公众听证制度
【思考过程】：
",BD,客观题
